   2.403448098717845E-002
  -5.020763439490231E+008,   7.399199999999996E+007,  -1.136577063193687E+000,  -6.512106881237212E+001,   5.333442859077449E-004,   3.000000000000000E+004,   3.000000000000000E+004,   1.758638480518606E+007,   0.000000000000000E+000,   3.019210095784589E+010,   3.017449584960160E+010,   0.000000000000000E+000,   0.000000000000000E+000,   0.000000000000000E+000,   0.000000000000000E+000,   3.943503645992465E+007,   6.844378598230445E+005,  -7.895496444025851E-013,   0.000000000000000E+000,   2.660570657740737E-008
  -5.016103444927261E+008,   7.444591296005979E+007,  -1.135156341864695E+000,  -6.503966747635666E+001,   5.234019967491896E-004,   3.000000000000000E+004,   2.999994689307952E+004,   1.725854980703062E+007,   0.000000000000000E+000,   9.235744652945448E+009,   9.217200740274559E+009,   0.000000000000000E+000,   0.000000000000000E+000,   0.000000000000000E+000,   0.000000000000000E+000,   3.869991180250859E+007,   6.716789735028477E+005,  -5.718373962951091E-013,  -2.518809083500091E-026,   1.487275444917336E-007
  -5.011431403755090E+008,   7.490091251025514E+007,  -1.133735620535703E+000,  -6.495826614034119E+001,   5.136791742074370E-004,   3.000000000000000E+004,   2.999989426902573E+004,   1.693795145596593E+007,   0.000000000000000E+000,   4.467049370469206E+009,   4.449487039064164E+009,   0.000000000000000E+000,   0.000000000000000E+000,   0.000000000000000E+000,   0.000000000000000E+000,   3.798101432566618E+007,   6.592017275141891E+005,  -6.632904226820380E-013,  -2.229948858711265E-026,   8.516421100345358E-007
  -5.006747345106925E+008,   7.535699497701487E+007,  -1.132314899206710E+000,  -6.487686480432572E+001,   5.041702529951939E-004,   3.000000000000000E+004,   2.999984206147739E+004,   1.662440624335324E+007,   0.000000000000000E+000,   2.321891521083927E+009,   2.304938999985255E+009,   0.000000000000000E+000,   0.000000000000000E+000,   0.000000000000000E+000,   0.000000000000000E+000,   3.727793253664666E+007,   6.469989799537524E+005,  -6.966270693038737E-013,  -1.802479365419875E-026,   3.450583220944407E-006
  -5.002051298179806E+008,   7.581415667802432E+007,  -1.130894177877718E+000,  -6.479546346831026E+001,   4.948698268131738E-004,   3.000000000000000E+004,   2.999979016867520E+004,   1.631773590299166E+007,   0.000000000000000E+000,   1.253233177208780E+009,   1.236734362644321E+009,   0.000000000000000E+000,   0.000000000000000E+000,   0.000000000000000E+000,   0.000000000000000E+000,   3.659026669814128E+007,   6.350637929466770E+005,  -7.063644338317171E-013,  -1.126430778608644E-026,   1.201796820498385E-005
  -4.997343292234297E+008,   7.627239392225555E+007,  -1.129473456548726E+000,  -6.471406213229479E+001,   4.857726433057563E-004,   3.000000000000000E+004,   2.999973842535139E+004,   1.601776724478706E+007,   0.000000000000000E+000,   6.935286063403722E+008,   6.774076303256201E+008,   0.000000000000000E+000,   0.000000000000000E+000,   0.000000000000000E+000,   0.000000000000000E+000,   3.591762845530897E+007,   6.233894261731829E+005,  -7.053221535728234E-013,  -4.628686839155939E-028,   3.825661160854998E-005
  -4.992623356594211E+008,   7.673170300999689E+007,  -1.128052735219734E+000,  -6.463266079627932E+001,   4.768735991924601E-004,   3.000000000000000E+004,   2.999968656254570E+004,   1.572433199421831E+007,   0.000000000000000E+000,   3.910928168715483E+008,   3.753080500753300E+008,   0.000000000000000E+000,   0.000000000000000E+000,   0.000000000000000E+000,   0.000000000000000E+000,   3.525964047580147E+007,   6.119693306208159E+005,  -6.989513215379855E-013,   1.678766224302808E-026,   1.137737829513640E-004
  -4.987891520646294E+008,   7.719208023288275E+007,  -1.126632013890742E+000,  -6.455125946026386E+001,   4.681677355685363E-004,   3.000000000000000E+004,   2.999963414499023E+004,   1.543726663737996E+007,   0.000000000000000E+000,   2.240643390424003E+008,   2.085913703629087E+008,   0.000000000000000E+000,   0.000000000000000E+000,   0.000000000000000E+000,   0.000000000000000E+000,   3.461593610229301E+007,   6.007971425537249E+005,  -6.899770354571253E-013,   4.406711980809841E-026,   3.176083556680582E-004
  -4.983147813839958E+008,   7.765352187392370E+007,  -1.125211292561750E+000,  -6.446985812424840E+001,   4.596502333682922E-004,   3.000000000000000E+004,   2.999958047737735E+004,   1.515641227139090E+007,   0.000000000000000E+000,   1.303538520073542E+008,   1.151783986469809E+008,   0.000000000000000E+000,   0.000000000000000E+000,   0.000000000000000E+000,   0.000000000000000E+000,   3.398615901704226E+007,   5.898666776907685E+005,  -6.799894083844706E-013,   8.610426990712729E-026,   8.266282006024313E-004
  -4.978392265686959E+008,   7.811602420753644E+007,  -1.123790571232758E+000,  -6.438845678823293E+001,   4.513164089850065E-004,   3.000000000000000E+004,   2.999952447927347E+004,   1.488161445996622E+007,   0.000000000000000E+000,   7.725688612933786E+007,   6.237072999464432E+007,   0.000000000000000E+000,   0.000000000000000E+000,   0.000000000000000E+000,   0.000000000000000E+000,   3.336996291803254E+007,   5.791719255845769E+005,  -6.699284097922444E-013,   1.467405667047620E-025,   1.970057936595306E-003
  -4.973624905761119E+008,   7.857958349957369E+007,  -1.122369849903766E+000,  -6.430705545221747E+001,   4.431617100415631E-004,   3.000000000000000E+004,   2.999946458008039E+004,   1.461272309395908E+007,   0.000000000000000E+000,   4.714457925579894E+007,   3.254554869753140E+007,   0.000000000000000E+000,   0.000000000000000E+000,   0.000000000000000E+000,   0.000000000000000E+000,   3.276701120625583E+007,   5.687070441940278E+005,  -6.607319718716488E-013,   2.208180731098008E-025,   4.180031912572666E-003
